"","estbrm","lowerCIestbrm","upperCIestbrm"
"1",2.97875418949688,-2.92189554329962,9.01815510886003
"2",2.97875418949688,-2.92189554329962,9.01815510886003
"3",2.42456146070719,-5.31795291281455,10.0971385259401
"4",1.80617032368116,-7.17226663220622,10.5898468587929
"5",4.26965007429496,-5.35803978764507,13.349077706709
"6",1.41512441313908,-9.04166764275357,11.244677342684
"7",1.056539807005,-9.67405353466077,10.5931632514046
"8",2.4678673285274,-8.25487186953515,13.145183897832
"9",1.85161404697703,-9.66188077563488,13.2456287105904
"10",1.70045684010438,-10.0211545010548,13.8174418415268
"11",0.809080730024767,-12.1606245577447,13.8404526052053
"12",-0.847857938971251,-14.8530172696598,12.9054353879031
"13",-0.513801779932738,-15.6069086242142,15.0128400557848
"14",-0.521843408518473,-16.8967745213513,16.10338723269
"15",0.77020642111038,-15.6599878553556,17.1468358837453
"16",-2.26039566570266,-19.4913036295013,14.817294587496
"17",0.002870690374951,-8.6637920177365,8.53326604674992
